_id,Category,Topic,Special,Characteristic,Agincourt North,Agincourt South-Malvern West,Alderwood,Annex,Banbury-Don Mills,Bathurst Manor,Bay Street Corridor,Bayview Village,Bayview Woods-Steeles,Bedford Park-Nortown,Beechborough-Greenbrook,Bendale,Birchcliffe-Cliffside,Black Creek,Blake-Jones,Briar Hill-Belgravia,Bridle Path-Sunnybrook-York Mills,Broadview North,Brookhaven-Amesbury,Cabbagetown-South St. James Town,Caledonia-Fairbank,Casa Loma,Centennial Scarborough,Church-Yonge Corridor,Clairlea-Birchmount,Clanton Park,Cliffcrest,Corso Italia-Davenport,Danforth,Danforth East York,Don Valley Village,Dorset Park,Dovercourt-Wallace Emerson-Junction,Downsview-Roding-CFB,Dufferin Grove,East End-Danforth,Edenbridge-Humber Valley,Eglinton East,Elms-Old Rexdale,Englemount-Lawrence,Eringate-Centennial-West Deane,Etobicoke West Mall,Flemingdon Park,Forest Hill North,Forest Hill South,Glenfield-Jane Heights,Greenwood-Coxwell,Guildwood,Henry Farm,High Park North,High Park-Swansea,Highland Creek,Hillcrest Village,Humber Heights-Westmount,Humber Summit,Humbermede,Humewood-Cedarvale,Ionview,Islington-City Centre West,Junction Area,Keelesdale-Eglinton West,Kennedy Park,Kensington-Chinatown,Kingsview Village-The Westway,Kingsway South,Lambton Baby Point,L'Amoreaux,Lansing-Westgate,Lawrence Park North,Lawrence Park South,Leaside-Bennington,Little Portugal,Long Branch,Malvern,Maple Leaf,Markland Wood,Milliken,Mimico (includes Humber Bay Shores),Morningside,Moss Park,Mount Dennis,Mount Olive-Silverstone-Jamestown,Mount Pleasant East,Mount Pleasant West,New Toronto,Newtonbrook East,Newtonbrook West,Niagara,North Riverdale,North St. James Town,Oakridge,Oakwood Village,O'Connor-Parkview,Old East York,Palmerston-Little Italy,Parkwoods-Donalda,Pelmo Park-Humberlea,Playter Estates-Danforth,Pleasant View,Princess-Rosethorn,Regent Park,Rexdale-Kipling,Rockcliffe-Smythe,Roncesvalles,Rosedale-Moore Park,Rouge,Runnymede-Bloor West Village,Rustic,Scarborough Village,South Parkdale,South Riverdale,St.Andrew-Windfields,Steeles,Stonegate-Queensway,Tam O'Shanter-Sullivan,Taylor-Massey,The Beaches,Thistletown-Beaumond Heights,Thorncliffe Park,Trinity-Bellwoods,University,Victoria Village,Waterfront Communities-The Island,West Hill,West Humber-Clairville,Westminster-Branson,Weston,Weston-Pelham Park,Wexford/Maryvale,Willowdale East,Willowdale West,Willowridge-Martingrove-Richview,Woburn,Woodbine Corridor,Woodbine-Lumsden,Wychwood,Yonge-Eglinton,Yonge-St.Clair,York University Heights,Yorkdale-Glen Park
1631,Housing,Household characteristics,,  Band housing,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%,0.0000%
1636,Housing,Household characteristics,,  No bedrooms,0.0687%,0.0631%,0.1659%,2.8009%,0.1805%,0.9450%,2.1708%,0.4907%,0.0760%,0.4304%,0.9883%,0.3838%,0.6729%,0.6441%,1.2295%,0.7365%,0.0000%,1.0436%,0.1408%,2.7423%,0.1005%,0.7750%,0.0000%,4.2119%,0.1297%,0.2732%,0.8472%,0.1769%,1.3966%,0.2328%,0.0739%,0.1800%,0.6416%,0.4279%,1.3152%,1.8474%,0.0000%,0.1756%,0.0000%,0.8269%,0.0538%,0.0844%,0.3420%,0.7809%,0.6057%,0.5903%,0.6936%,0.1008%,0.3816%,2.5720%,0.5016%,0.1601%,1.0039%,0.2284%,0.0805%,0.1287%,1.3575%,0.4765%,0.3412%,0.8353%,0.3617%,0.5256%,3.1206%,0.0909%,0.0000%,0.2505%,0.2500%,0.0619%,0.1369%,0.4612%,0.5645%,0.7070%,0.5454%,0.1484%,0.0989%,0.2369%,0.1317%,1.3838%,0.1146%,4.4133%,0.5885%,0.3490%,0.7750%,4.1473%,1.4394%,0.4970%,0.2308%,2.2931%,0.6294%,3.0352%,1.9863%,1.2023%,0.5355%,0.4874%,0.8318%,0.0862%,0.0933%,1.7940%,0.1264%,0.0000%,3.1473%,0.0950%,1.2587%,2.6713%,0.6691%,0.0215%,0.1986%,0.2012%,0.9567%,4.2794%,1.0224%,0.1123%,0.0000%,0.1597%,0.4008%,0.6058%,0.8114%,0.0965%,0.2606%,0.5738%,1.1831%,1.6276%,1.3730%,1.0404%,0.0750%,0.8564%,1.2783%,1.3516%,0.1254%,0.4164%,1.6238%,0.0000%,0.5516%,1.1163%,1.2079%,0.4181%,2.2002%,2.1552%,0.5255%,0.2026%
1660,Housing,Household characteristics,,  2011 to 2016,0.1546%,5.0511%,0.9955%,3.0793%,1.9498%,1.3860%,15.2149%,10.0486%,0.6082%,2.3885%,0.3801%,3.2043%,0.7626%,0.2760%,0.1294%,0.0701%,4.8565%,0.4348%,0.6476%,0.2999%,0.4520%,2.3249%,0.7858%,6.7486%,2.4644%,6.8298%,1.1296%,1.5920%,0.2586%,1.4843%,1.2939%,0.8399%,2.9625%,1.5406%,0.6788%,0.7249%,2.0277%,0.3952%,0.2644%,2.1232%,0.1883%,4.0935%,0.2736%,0.4685%,2.6556%,0.1148%,0.5549%,0.6050%,14.6919%,2.1433%,5.3083%,0.6003%,0.0886%,0.7764%,0.1208%,0.3216%,0.5917%,0.0733%,7.2558%,2.1927%,0.9948%,0.4672%,3.2600%,0.1818%,1.5101%,0.3757%,0.6478%,4.7637%,1.1296%,1.1529%,1.2479%,14.3004%,2.5288%,0.4681%,0.5440%,0.0948%,0.3952%,12.0716%,0.2292%,12.7036%,0.4782%,0.2428%,2.0864%,2.1242%,1.7011%,1.5220%,2.6226%,19.9808%,0.2518%,1.7459%,1.0112%,0.3300%,0.5622%,0.8123%,0.8679%,0.7183%,4.8965%,0.5126%,0.0948%,1.4931%,16.1992%,0.0000%,0.3596%,0.6344%,0.9320%,0.6237%,0.3476%,0.2515%,0.6278%,3.5928%,4.5559%,0.7860%,0.8122%,1.2375%,1.0202%,0.1594%,0.9969%,0.1931%,1.5397%,0.9664%,2.7606%,0.4854%,21.4829%,0.6936%,1.0657%,0.7422%,0.2223%,0.2703%,0.9134%,6.3747%,7.7940%,1.3089%,0.5983%,1.7144%,0.9536%,1.9165%,4.6966%,1.0776%,2.1382%,3.6814%
1668,Housing,Household characteristics,,  15 to 24 years,0.4122%,1.0944%,0.1659%,4.2259%,0.4152%,0.4410%,14.3428%,1.8228%,0.5322%,0.3443%,0.9123%,2.3031%,0.5383%,0.8741%,0.8412%,0.7716%,0.2158%,0.9566%,0.8166%,2.8709%,0.7534%,1.2764%,0.0000%,7.9132%,0.4262%,0.8499%,0.2510%,1.0260%,0.6725%,0.4075%,0.7578%,0.5399%,1.6246%,0.6276%,1.3577%,0.9120%,0.3540%,0.7025%,0.2115%,0.3799%,0.1076%,0.6752%,0.6383%,0.8590%,1.1647%,0.3936%,0.6936%,0.2017%,3.3073%,1.5116%,1.0031%,0.4002%,0.4134%,0.2284%,0.3624%,0.5790%,1.4619%,0.6964%,1.1145%,0.6961%,0.5878%,0.6132%,6.1856%,0.6364%,0.3236%,0.3131%,0.3864%,2.0106%,0.2738%,0.2965%,0.3268%,2.9886%,2.5288%,0.5024%,0.2967%,0.1895%,0.3011%,1.7224%,1.1458%,3.5843%,0.8828%,0.3945%,0.7154%,2.6300%,1.9192%,1.7084%,1.9303%,3.2072%,0.6714%,3.1158%,0.7584%,0.8958%,1.0174%,0.4874%,2.4591%,0.7039%,0.1865%,0.7048%,0.6638%,0.1810%,2.9159%,0.5699%,0.8541%,1.0685%,0.9320%,0.1613%,0.2979%,0.5030%,0.6577%,2.6088%,1.0583%,0.4772%,0.3655%,0.4790%,0.5647%,1.0202%,0.5796%,0.2896%,0.4974%,1.9630%,6.8358%,0.8852%,5.5148%,0.5659%,0.9906%,0.5138%,1.1950%,0.6307%,0.5552%,2.8750%,3.0113%,0.3611%,0.9816%,0.6778%,0.5086%,1.0105%,1.9887%,1.7162%,2.3375%,0.9795%
1656,Housing,Household characteristics,,  1960 or before,0.8415%,3.5148%,24.0999%,22.6692%,10.7240%,13.6395%,2.5778%,6.8938%,3.0409%,12.6313%,15.8887%,13.2510%,27.1410%,5.7506%,28.4716%,16.2026%,9.3352%,20.0452%,10.9534%,22.9668%,21.8483%,25.6200%,2.2452%,10.8488%,14.3604%,13.7506%,18.3872%,27.8073%,31.5022%,29.7439%,3.6598%,9.5789%,23.3584%,13.7225%,26.4743%,25.2093%,12.0695%,9.5495%,10.4167%,11.2417%,11.4052%,9.1577%,4.4909%,20.7715%,24.5061%,6.5921%,26.8780%,10.2854%,2.9575%,19.5831%,24.8067%,2.7213%,2.7460%,10.7326%,4.8727%,8.6523%,28.9941%,16.6044%,9.6895%,24.7111%,16.9108%,14.6294%,15.1574%,9.6818%,23.3524%,27.3012%,2.7504%,11.8782%,26.3915%,27.0439%,27.5731%,21.5631%,22.4117%,1.1645%,12.9562%,7.7696%,0.3575%,12.5280%,6.7602%,12.6061%,12.0282%,4.2635%,24.2325%,9.0701%,21.6784%,6.7093%,7.6581%,4.4740%,32.4773%,11.1738%,12.2427%,26.7091%,21.5261%,29.6762%,34.7895%,11.1909%,11.7049%,29.4721%,2.3075%,19.6815%,10.3675%,21.4170%,19.1046%,32.2225%,22.9652%,1.4732%,32.9692%,10.5120%,8.5506%,22.1520%,24.9857%,6.2879%,0.4873%,24.7695%,6.5948%,10.5528%,30.3705%,12.1139%,6.6562%,30.5025%,25.4371%,12.6785%,1.0696%,8.2323%,4.5629%,3.8441%,15.1178%,23.2024%,21.3311%,2.9940%,9.7426%,10.4486%,11.2368%,28.5065%,31.5957%,22.2315%,25.3448%,26.1814%,4.5120%,13.6787%
1659,Housing,Household characteristics,,  2006 to 2010,1.2022%,1.5574%,0.9540%,2.7518%,3.5747%,1.8270%,9.3616%,8.2726%,0.1520%,2.8189%,0.1520%,4.3558%,0.5608%,0.0460%,0.3235%,0.5962%,6.4753%,1.7828%,1.2671%,1.9282%,0.5525%,2.5985%,2.5071%,8.5833%,5.3736%,2.2462%,1.9140%,0.3184%,0.3621%,0.6694%,0.9796%,1.1799%,1.5836%,2.1254%,2.3759%,1.3330%,2.5426%,0.6147%,0.1058%,0.9610%,0.4035%,0.1688%,0.2280%,0.5076%,0.8852%,0.2460%,0.6589%,0.2017%,2.3850%,1.3311%,2.6959%,1.5607%,0.1181%,2.1008%,0.7651%,2.0585%,0.5221%,0.2932%,6.6416%,3.4108%,0.9495%,0.2044%,2.1733%,0.0455%,2.4809%,0.5009%,0.2728%,4.2069%,1.3007%,1.3835%,1.2479%,3.5028%,1.9338%,0.9362%,0.4451%,0.3316%,0.7903%,4.2545%,0.8021%,6.4615%,1.4713%,0.1366%,0.8942%,8.0080%,1.7884%,2.6092%,3.7556%,14.1918%,0.2937%,4.8617%,0.3611%,0.3772%,0.6158%,0.7040%,0.1447%,0.4741%,2.7047%,0.1281%,0.2213%,0.9049%,5.6466%,0.7598%,0.3147%,1.4692%,0.8125%,2.6346%,0.2483%,0.2012%,1.6144%,2.7919%,2.5291%,1.6000%,0.5483%,1.6367%,0.9473%,0.0956%,1.2287%,0.2413%,0.6396%,1.1476%,2.3662%,0.7710%,14.5647%,1.1317%,2.4616%,0.1903%,1.8064%,0.4956%,0.1791%,7.6536%,7.1741%,0.9253%,1.0564%,0.6379%,0.5722%,1.1499%,0.6347%,2.0354%,3.0080%,0.8444%
1649,Housing,Household characteristics,,  Major repairs needed,1.2537%,1.9363%,2.3229%,3.9311%,1.7332%,2.5515%,1.5312%,1.6125%,2.3187%,2.0227%,3.5731%,1.8191%,3.7010%,4.6005%,3.7531%,3.0511%,1.0792%,5.5222%,3.6887%,5.8703%,2.8629%,3.5102%,1.3097%,3.3823%,2.2791%,1.9730%,2.7298%,2.8303%,3.5175%,3.6962%,2.5323%,2.4197%,3.3993%,3.6945%,4.2427%,3.2272%,2.5105%,3.8857%,3.7014%,3.0842%,2.3671%,2.6165%,3.8070%,2.8502%,2.9817%,3.4928%,4.4739%,1.4621%,2.4804%,3.5872%,3.0303%,1.2006%,2.3031%,2.2835%,2.0538%,2.6053%,4.3857%,3.4455%,3.1275%,2.2275%,2.5773%,3.7669%,4.7367%,3.0227%,1.7258%,3.8823%,2.7163%,2.1962%,2.0196%,2.5693%,2.1690%,3.0850%,4.5121%,2.0665%,2.5220%,2.0371%,0.9408%,2.9885%,3.1510%,4.3646%,4.2301%,3.0194%,2.4441%,2.7986%,4.0129%,1.5220%,1.9093%,1.2027%,2.9372%,4.9423%,4.8393%,4.2197%,4.3641%,3.1951%,4.9544%,3.3041%,1.5855%,3.5238%,1.7069%,1.9908%,4.4432%,2.5169%,4.0681%,5.5429%,2.6287%,0.9571%,2.3833%,3.2190%,4.5444%,5.6982%,3.3362%,1.7404%,1.3402%,2.7344%,1.9493%,4.8460%,3.5703%,1.9788%,4.1927%,3.1409%,3.8780%,2.7413%,1.3579%,4.2166%,1.5010%,3.5016%,4.0574%,3.5592%,2.6865%,1.2789%,2.3028%,2.5501%,2.7484%,4.1464%,5.3401%,3.2755%,2.7503%,4.5099%,2.9718%,2.5331%
1675,Housing,Household characteristics,,  85 years and over,1.3053%,1.0102%,1.8251%,1.2776%,3.0691%,2.3940%,0.8528%,1.6358%,2.2427%,2.0658%,0.9123%,1.2850%,1.4580%,0.9431%,1.1647%,1.4379%,1.5109%,1.3914%,1.0418%,1.1569%,0.9041%,2.9632%,0.4865%,0.5743%,0.9079%,1.5784%,1.4747%,1.2736%,1.6036%,1.2806%,1.2754%,1.0199%,0.9966%,1.8401%,0.6364%,0.9354%,2.2208%,1.0318%,0.8989%,2.5255%,1.8560%,1.5614%,1.0486%,1.4056%,2.2363%,1.5414%,1.1445%,3.5797%,0.4770%,1.4439%,1.5256%,0.4802%,2.1850%,2.7402%,1.2484%,1.1258%,0.9050%,1.3196%,1.6035%,0.6613%,1.5373%,1.2556%,1.8390%,1.8182%,2.2651%,1.2523%,1.6821%,1.3920%,1.0611%,1.4823%,1.6639%,0.8998%,1.1900%,0.4681%,2.2253%,3.4110%,1.0726%,1.2072%,0.7161%,0.3170%,0.7357%,0.5159%,1.2221%,1.2307%,1.0905%,1.8948%,1.9512%,0.2245%,0.8392%,0.6984%,1.1918%,1.4851%,1.2851%,1.7871%,1.3381%,1.7383%,1.3524%,1.4095%,1.4224%,2.1265%,0.4628%,0.9972%,1.6857%,1.0685%,2.4853%,0.3656%,1.4399%,2.1125%,0.9268%,0.6179%,0.7713%,1.7404%,1.7463%,1.8363%,2.6416%,0.9246%,0.7882%,1.4961%,1.0423%,1.4496%,1.4460%,1.9132%,0.4172%,1.0770%,0.6604%,2.7974%,1.3061%,0.7659%,1.9522%,0.8923%,2.5685%,3.1368%,1.1779%,0.9569%,1.1443%,1.4635%,1.0155%,2.3148%,1.0510%,2.1954%
1666,Housing,Household characteristics,,  3 or more household maintainers,2.1983%,2.4414%,1.1614%,1.5233%,0.7402%,1.8270%,1.6475%,1.0750%,1.6345%,0.4088%,1.2164%,2.3198%,0.9421%,2.6913%,1.0353%,2.3147%,0.4856%,1.3479%,2.0274%,0.9427%,2.1095%,0.8206%,1.0477%,1.0849%,1.6862%,1.2142%,1.1610%,1.9812%,1.6036%,1.3970%,2.0332%,2.1197%,2.6894%,2.1967%,2.2910%,0.8419%,1.0943%,2.2392%,1.7978%,1.2963%,1.6408%,2.0679%,1.6186%,1.2494%,0.6523%,2.4925%,1.5260%,0.9075%,2.4486%,0.9701%,0.9822%,2.3211%,2.0668%,1.2331%,1.8122%,2.5410%,0.9398%,1.7227%,1.3988%,1.5314%,2.0347%,1.8688%,3.9844%,1.4773%,0.3775%,0.8766%,2.2617%,1.2373%,0.1369%,0.3294%,0.2971%,2.3780%,1.1900%,2.2720%,2.5220%,1.0896%,1.9381%,0.8244%,2.2630%,0.6340%,2.0599%,2.3669%,0.4769%,0.6912%,1.3522%,1.9569%,2.7275%,0.8659%,0.7972%,2.1219%,1.3001%,1.8388%,1.2851%,1.2455%,3.2909%,2.0256%,1.9586%,0.9610%,2.1178%,0.6334%,1.8051%,1.9945%,1.5733%,1.5026%,0.4779%,2.2152%,0.9930%,1.4083%,1.4949%,1.4646%,1.3632%,1.1228%,1.9088%,0.7784%,2.1679%,1.7216%,0.3246%,2.2683%,1.4686%,3.0503%,3.2864%,1.5991%,0.9406%,1.8436%,2.9419%,2.7974%,1.6118%,2.2076%,2.1134%,1.2888%,1.5057%,1.3089%,1.9351%,0.7575%,1.2715%,1.7074%,0.5924%,0.3592%,2.9718%,1.9927%
1669,Housing,Household characteristics,,  25 to 34 years,2.2842%,4.6092%,3.5673%,14.1191%,4.4412%,4.9140%,18.7037%,10.0252%,2.1286%,2.8404%,5.2456%,4.9566%,3.9254%,4.3704%,5.9532%,5.7516%,1.5649%,8.0007%,5.0684%,9.7695%,5.3742%,8.3425%,1.7213%,20.1181%,4.2618%,6.1923%,2.7298%,7.0049%,5.5349%,4.9767%,4.4730%,3.9395%,10.6348%,4.7644%,13.4493%,5.6592%,4.1841%,3.5125%,3.6485%,4.5146%,2.3940%,5.6550%,4.7645%,5.5443%,7.5009%,3.4272%,6.6935%,2.3192%,11.2574%,11.7092%,9.7388%,1.2806%,2.2145%,2.9229%,2.9800%,4.5031%,10.5117%,5.1682%,8.6774%,8.6663%,4.3407%,3.6793%,12.5383%,3.8636%,2.4809%,4.5085%,3.0005%,7.1146%,3.2861%,4.1505%,2.5850%,17.9317%,7.4375%,3.1169%,3.4616%,2.6056%,2.7473%,12.0422%,3.6952%,16.4586%,5.8118%,3.6111%,6.7362%,16.8083%,7.5024%,5.4669%,4.1543%,28.1911%,6.0423%,13.2420%,4.9837%,5.3984%,4.3106%,4.6031%,14.9718%,4.5683%,3.6840%,8.5853%,2.6552%,1.1764%,11.5709%,4.1789%,5.1470%,10.0508%,6.6434%,2.3335%,4.6673%,3.8728%,3.4681%,15.3096%,8.6275%,2.1334%,2.0306%,4.3312%,3.1881%,7.1734%,5.0308%,3.4749%,5.7324%,12.0500%,12.2256%,4.6545%,27.9914%,3.4864%,3.9175%,3.9202%,6.8920%,5.6767%,4.0835%,10.7071%,8.0007%,3.2948%,4.6742%,6.8575%,5.5308%,8.4675%,11.0434%,12.4920%,6.7952%,3.9179%
1651,Housing,Household characteristics,,  More than 1 person per room,2.3186%,2.3362%,0.7881%,0.6879%,1.4624%,2.0475%,1.8994%,2.1733%,1.0643%,1.1190%,2.3567%,2.8538%,0.6729%,4.3474%,1.1000%,2.7355%,0.1619%,2.5220%,3.2945%,0.8570%,1.8081%,0.5015%,0.4116%,1.3720%,2.4088%,2.8533%,1.0355%,0.6722%,0.6207%,0.8149%,2.8095%,3.4196%,1.0375%,2.6389%,1.4849%,1.2160%,0.8368%,3.7540%,2.7496%,2.8831%,0.8339%,2.4899%,5.5396%,2.4598%,0.2795%,3.1649%,0.9017%,0.3529%,5.0563%,1.6695%,0.4807%,1.0805%,0.9448%,1.1874%,3.2216%,3.7954%,1.3923%,3.9220%,1.9106%,0.7309%,1.9443%,2.5988%,1.8390%,3.9091%,0.1079%,0.9393%,2.4436%,1.5776%,0.1027%,0.4282%,0.2971%,0.7391%,0.9917%,2.8771%,2.8187%,0.8054%,2.4838%,1.2808%,2.7786%,1.3655%,2.3542%,5.6291%,0.7452%,2.3602%,1.3086%,1.7084%,3.4409%,1.1386%,0.4196%,5.8018%,5.5616%,1.8388%,2.2490%,1.3538%,0.4340%,2.5140%,0.9793%,0.4485%,1.4540%,0.4072%,4.3969%,1.8995%,2.1352%,1.7030%,0.5018%,1.5700%,0.0000%,2.7160%,4.4846%,4.1878%,1.0224%,0.9825%,2.0712%,0.9780%,3.0059%,6.6633%,0.1855%,2.6062%,10.0436%,0.6342%,0.3944%,2.9126%,1.2061%,1.8254%,2.4466%,3.3303%,2.9180%,1.3516%,1.8985%,2.4289%,1.5942%,2.2793%,3.9076%,0.6778%,0.5722%,0.8711%,0.8039%,0.8381%,3.7147%,1.8576%
1658,Housing,Household characteristics,,  2001 to 2005,2.4731%,0.7156%,0.6222%,2.3423%,3.4302%,2.0475%,3.6438%,5.7487%,0.2281%,2.6468%,0.6082%,3.3211%,0.6056%,0.1610%,0.5824%,1.2625%,3.3995%,0.7392%,2.1400%,2.1424%,1.0547%,0.5470%,1.4219%,4.7862%,1.0562%,2.0945%,0.7844%,0.3892%,0.3621%,0.3201%,0.6100%,3.1396%,1.7747%,1.2267%,1.3577%,1.9410%,1.8989%,0.7464%,0.2115%,3.1736%,1.0491%,0.2532%,0.9347%,0.5466%,0.8386%,0.2132%,0.2775%,0.4033%,1.2402%,1.1506%,0.8568%,1.3206%,0.3543%,0.5937%,1.0470%,0.8041%,0.3829%,0.6964%,3.5142%,3.8633%,1.8539%,0.5840%,2.4519%,0.3409%,2.3191%,0.0000%,1.0343%,6.1557%,1.5061%,2.1411%,1.3668%,0.8034%,0.9917%,2.0551%,1.0385%,0.0948%,0.4516%,4.3723%,1.0312%,4.9742%,1.9127%,0.5159%,0.9836%,4.5350%,2.2682%,2.1743%,1.4267%,7.6010%,0.2098%,1.1281%,0.6501%,0.3772%,0.8568%,0.4332%,0.1808%,0.3879%,1.6788%,0.4485%,0.5374%,0.4977%,0.8794%,0.3799%,0.5169%,0.2671%,4.0625%,7.2587%,0.2483%,0.6036%,1.7041%,0.7552%,1.0941%,3.3124%,1.2387%,1.5768%,1.2024%,0.3188%,2.8748%,0.2896%,1.1844%,0.9060%,0.3286%,3.0554%,9.2091%,1.1682%,1.5310%,0.6280%,1.3895%,2.8834%,0.4836%,11.5993%,4.6941%,0.3159%,1.7014%,1.0366%,0.6357%,0.5575%,1.2270%,3.4323%,1.7215%,1.7901%
1640,Housing,Household characteristics,,  1991 to 2000,3.0742%,2.6939%,1.3688%,3.1121%,4.2788%,2.3625%,8.3924%,1.7527%,2.3567%,5.7454%,6.3859%,1.9025%,2.2655%,2.0472%,0.9059%,2.1744%,4.3169%,2.3915%,3.4071%,2.1424%,2.3606%,1.8691%,6.7355%,8.2482%,1.7047%,4.1282%,2.2278%,1.1321%,0.8276%,1.1932%,1.4417%,4.5795%,2.7713%,2.4392%,2.1213%,2.5958%,1.3840%,3.6442%,1.3748%,4.3134%,0.5649%,0.6752%,3.1687%,1.8741%,1.9568%,1.4267%,2.0462%,4.2856%,1.8762%,1.3988%,1.5465%,6.0829%,2.2735%,2.9686%,1.1678%,1.6082%,1.6707%,2.2726%,2.4451%,1.7402%,3.6625%,4.2341%,4.2630%,1.6818%,2.5348%,0.9393%,1.7503%,2.7221%,1.5746%,1.8117%,1.9907%,1.2533%,3.0742%,4.9436%,3.4616%,0.3790%,4.7607%,5.2261%,1.9192%,5.3643%,4.7819%,4.0056%,2.7124%,6.2546%,6.1938%,7.3306%,3.1052%,5.4201%,0.5455%,1.9608%,1.8057%,1.4851%,2.9183%,1.1372%,1.2296%,2.2842%,2.7980%,1.2173%,1.2960%,1.4026%,1.5274%,0.9972%,1.9554%,0.8682%,3.2022%,3.9573%,0.2483%,5.5829%,3.3784%,2.5859%,2.2241%,3.5931%,3.7363%,2.1356%,4.8641%,1.9448%,2.5502%,1.7857%,3.0083%,1.2684%,1.2488%,3.1982%,6.1520%,2.2999%,4.9532%,2.8545%,4.8355%,1.1263%,1.9880%,7.6238%,4.4875%,1.3315%,4.3096%,2.7111%,1.2079%,2.9619%,1.6079%,3.3126%,2.3375%,1.6550%
1637,Housing,Household characteristics,,  1 bedroom,3.3147%,3.8515%,2.6962%,22.9149%,10.8684%,7.5600%,31.2827%,17.2228%,3.9152%,6.7568%,10.1110%,7.6268%,6.6170%,6.1416%,8.7356%,9.2937%,1.6188%,22.8281%,8.3629%,23.9095%,6.2280%,16.6393%,0.2619%,37.7313%,5.5774%,13.2042%,4.2673%,6.7219%,8.0695%,6.9267%,5.9517%,7.3791%,11.6860%,8.3733%,17.4798%,10.4298%,7.8532%,6.8054%,2.4323%,10.7724%,2.1788%,6.6678%,8.3664%,15.8910%,16.6325%,4.2308%,9.5720%,4.1343%,17.2359%,22.3581%,15.5904%,0.6403%,4.1632%,4.0647%,2.5773%,3.7954%,18.1692%,11.0329%,13.4880%,11.6247%,8.4102%,9.5194%,20.4235%,4.3864%,3.3977%,6.4496%,4.7394%,10.4553%,5.0318%,7.0163%,6.0910%,18.1888%,13.8338%,3.4137%,6.1319%,3.2215%,1.8817%,21.4050%,5.3280%,33.0879%,9.2327%,3.6263%,12.2802%,33.3300%,14.0016%,8.9768%,7.8889%,33.3868%,11.2454%,32.0172%,14.9874%,10.5139%,9.8260%,8.6104%,15.1164%,6.3209%,2.9379%,15.1845%,2.8449%,1.2216%,20.4573%,5.9360%,8.9454%,17.2966%,15.1747%,1.1184%,4.1212%,7.7960%,6.5475%,29.1547%,11.6588%,3.3404%,3.6348%,7.1255%,6.4126%,17.8856%,9.7603%,3.3301%,16.0129%,10.4494%,16.6951%,12.6499%,37.4661%,5.5308%,4.0076%,7.1934%,14.8955%,7.7942%,6.0178%,15.2278%,11.9273%,6.0255%,6.2915%,11.2033%,8.4552%,12.9626%,17.3056%,23.9863%,10.1294%,6.5861%
